,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Predicted_Item_Outlet_Sales
4099,FDS15,9.195,Regular,0.07804584,Meat,105.8596,OUT035,2004,Small,Tier 2,Supermarket Type1,1774.673606055484
4100,FDN32,17.5,Low Fat,0.015648384,Fruits and Vegetables,182.5266,OUT017,2007,Medium,Tier 2,Supermarket Type1,2971.11361066753
4101,FDH32,12.8,Low Fat,0.07617829,Fruits and Vegetables,98.541,OUT049,1999,Medium,Tier 1,Supermarket Type1,1596.8952960749898
4102,FDF33,7.97,Low Fat,0.021657301,Seafood,109.5596,OUT017,2007,Medium,Tier 2,Supermarket Type1,1768.9583171808595
4103,FDJ22,18.75,Low Fat,0.052810244,Snack Foods,190.3504,OUT046,1997,Small,Tier 1,Supermarket Type1,3102.685858253815
4104,FDG56,13.3,Regular,0.119596939,Fruits and Vegetables,62.4536,OUT010,1998,Medium,Tier 3,Grocery Store,-871.2408059534919
4105,FDC05,13.1,Regular,0.098784586,Frozen Foods,195.8768,OUT046,1997,Small,Tier 1,Supermarket Type1,3179.593785999094
4106,FDK09,15.2,Low Fat,0.091686939,Snack Foods,227.4352,OUT013,1987,High,Tier 3,Supermarket Type1,3619.8487598881034
4107,NCV29,11.8,Low Fat,0.022889828,Health and Hygiene,176.6686,OUT045,2002,Medium,Tier 2,Supermarket Type1,2858.7094414968046
4108,NCC43,12.695633368756642,Low Fat,0.162450872,Household,250.5066,OUT019,1985,Small,Tier 1,Grocery Store,2043.8121486570685
4109,NCA42,6.965,Low Fat,0.028592968,Household,156.7604,OUT049,1999,Medium,Tier 1,Supermarket Type1,2528.4856709682135
4110,FDC10,9.8,Regular,0.072877673,Snack Foods,118.5098,OUT046,1997,Small,Tier 1,Supermarket Type1,1978.8845803216027
4111,FDC16,11.5,Regular,0.020552693,Dairy,87.654,OUT013,1987,High,Tier 3,Supermarket Type1,1459.9527948347722
4112,NCL17,7.39,Low Fat,0.067723308,Health and Hygiene,140.6812,OUT013,1987,High,Tier 3,Supermarket Type1,2244.889747655573
4113,FDA51,8.05,Regular,0.164648458,Dairy,114.3518,OUT035,2004,Small,Tier 2,Supermarket Type1,1876.6139284026794
4114,FDW01,14.5,Low Fat,0.06442287,Canned,152.4682,OUT017,2007,Medium,Tier 2,Supermarket Type1,2456.542000591445
4115,NCF30,17.0,Low Fat,0.126500085,Household,127.8362,OUT045,2002,Medium,Tier 2,Supermarket Type1,2071.3428097528595
4116,FDN49,17.25,Regular,0.125120258,Breakfast,41.848,OUT013,1987,High,Tier 3,Supermarket Type1,688.6918524607217
4117,FDY20,12.5,Regular,0.081918557,Fruits and Vegetables,89.8488,OUT045,2002,Medium,Tier 2,Supermarket Type1,1507.5542408767565
4118,FDC15,18.1,Low Fat,0.178329981,Dairy,156.5288,OUT045,2002,Medium,Tier 2,Supermarket Type1,2480.045321407678
4119,FDY24,4.88,Regular,0.133493205,Baking Goods,53.3298,OUT046,1997,Small,Tier 1,Supermarket Type1,903.6700512521488
4120,NCG43,20.2,Low Fat,0.0,Household,94.4462,OUT017,2007,Medium,Tier 2,Supermarket Type1,1605.2167262895264
4121,FDA48,12.1,Low Fat,0.114778465,Baking Goods,223.0114,OUT013,1987,High,Tier 3,Supermarket Type1,3518.511838742704
4122,NCF55,6.675,Low Fat,0.021788889,Household,36.7874,OUT017,2007,Medium,Tier 2,Supermarket Type1,665.6334228830742
4123,FDL38,13.8,Regular,0.014756014,Canned,89.7172,OUT049,1999,Medium,Tier 1,Supermarket Type1,1499.1132971355773
4124,NCQ29,12.0,Low Fat,0.104654725,Health and Hygiene,258.7278,OUT018,2009,Medium,Tier 3,Supermarket Type2,3820.582474322667
4125,FDC34,16.0,Regular,0.173736289,Snack Foods,156.7972,OUT017,2007,Medium,Tier 2,Supermarket Type1,2528.018897378056
4126,FDP36,12.695633368756642,Regular,0.0,Baking Goods,51.9008,OUT027,1985,Medium,Tier 3,Supermarket Type3,2358.5577845481457
4127,FDN50,16.85,Regular,0.0,Canned,93.712,OUT010,1998,Medium,Tier 3,Grocery Store,-339.89371697423485
4128,FDO23,17.85,Low Fat,0.146655006,Breads,94.4436,OUT049,1999,Medium,Tier 1,Supermarket Type1,1482.9371063083568
4129,FDT56,16.0,Regular,0.115496216,Fruits and Vegetables,58.2246,OUT013,1987,High,Tier 3,Supermarket Type1,981.1946061198873
4130,FDT13,12.695633368756642,Low Fat,0.018481707,Canned,188.5214,OUT027,1985,Medium,Tier 3,Supermarket Type3,4468.2063297266795
4131,FDZ03,13.65,Regular,0.07872111,Dairy,187.624,OUT013,1987,High,Tier 3,Supermarket Type1,3010.7068463611927
4132,FDQ03,15.0,Regular,0.13057987,Meat,235.4248,OUT010,1998,Medium,Tier 3,Grocery Store,1823.608537185149
4133,FDU44,12.15,reg,0.058544215,Fruits and Vegetables,161.5552,OUT045,2002,Medium,Tier 2,Supermarket Type1,2703.2520514854064
4134,FDD03,13.3,Low Fat,0.079930344,Dairy,231.03,OUT049,1999,Medium,Tier 1,Supermarket Type1,3663.114571392823
4135,NCH30,17.1,Low Fat,0.067098169,Household,112.286,OUT013,1987,High,Tier 3,Supermarket Type1,1830.4372727626273
4136,FDS60,20.85,Low Fat,0.054312176,Baking Goods,179.766,OUT010,1998,Medium,Tier 3,Grocery Store,967.4489926674842
4137,FDG08,13.15,Regular,0.165359325,Fruits and Vegetables,171.6764,OUT046,1997,Small,Tier 1,Supermarket Type1,2781.4358309495624
4138,FDX38,10.5,Regular,0.048479695,Dairy,47.5376,OUT017,2007,Medium,Tier 2,Supermarket Type1,837.4967475917424
4139,FDD22,10.0,Low Fat,0.100213353,Snack Foods,113.5544,OUT017,2007,Medium,Tier 2,Supermarket Type1,1838.6198501181184
4140,FDW51,6.155,Regular,0.094581098,Meat,211.456,OUT013,1987,High,Tier 3,Supermarket Type1,3358.4529212755565
4141,FDL09,19.6,Regular,0.128760294,Snack Foods,169.4816,OUT017,2007,Medium,Tier 2,Supermarket Type1,2752.6526868140304
4142,FDZ60,20.5,Low Fat,0.11960388,Baking Goods,107.9596,OUT045,2002,Medium,Tier 2,Supermarket Type1,1744.7948540440357
4143,NCH07,13.15,Low Fat,0.092667032,Household,159.1604,OUT046,1997,Small,Tier 1,Supermarket Type1,2592.4670569672285
4144,NCQ41,14.8,Low Fat,0.019510678,Health and Hygiene,196.9794,OUT049,1999,Medium,Tier 1,Supermarket Type1,3164.2732343613675
4145,FDW04,8.985,Regular,0.057917007,Frozen Foods,128.131,OUT049,1999,Medium,Tier 1,Supermarket Type1,2082.560706025181
4146,FDI08,12.695633368756642,reg,0.065976009,Fruits and Vegetables,249.0092,OUT027,1985,Medium,Tier 3,Supermarket Type3,5504.666256775134
4147,FDR19,12.695633368756642,Regular,0.279650277,Fruits and Vegetables,147.3102,OUT019,1985,Small,Tier 1,Grocery Store,395.4874622064044
4148,FDV13,17.35,reg,0.027610867,Canned,86.0856,OUT046,1997,Small,Tier 1,Supermarket Type1,1544.5308337779556
4149,FDB52,17.75,Low Fat,0.030607757,Dairy,256.6672,OUT017,2007,Medium,Tier 2,Supermarket Type1,4115.124695422735
4150,FDZ48,12.695633368756642,Low Fat,0.075591785,Baking Goods,111.6544,OUT027,1985,Medium,Tier 3,Supermarket Type3,3236.319631656073
4151,NCO14,9.6,Low Fat,0.029689961,Household,45.7086,OUT049,1999,Medium,Tier 1,Supermarket Type1,787.3304410919991
4152,FDZ50,12.8,Regular,0.079010526,Dairy,184.5608,OUT013,1987,High,Tier 3,Supermarket Type1,2960.917973215905
4153,FDN27,12.695633368756642,LF,0.069268825,Meat,116.9808,OUT019,1985,Small,Tier 1,Grocery Store,-74.90499856871065
4154,FDQ60,6.195,Regular,0.109283423,Baking Goods,121.9098,OUT013,1987,High,Tier 3,Supermarket Type1,1950.9640283078224
4155,FDR49,8.71,Low Fat,0.140015944,Canned,46.3376,OUT017,2007,Medium,Tier 2,Supermarket Type1,746.4644191390148
4156,DRJ35,12.695633368756642,Low Fat,0.046358964,Hard Drinks,62.3878,OUT027,1985,Medium,Tier 3,Supermarket Type3,2446.6668064084024
4157,DRI49,14.15,Low Fat,0.184545287,Soft Drinks,82.1276,OUT017,2007,Medium,Tier 2,Supermarket Type1,1278.9670269506323
4158,FDB47,8.8,Low Fat,0.071833423,Snack Foods,210.0612,OUT017,2007,Medium,Tier 2,Supermarket Type1,3365.1573004526867
4159,FDP37,15.6,LF,0.239530025,Breakfast,126.4994,OUT010,1998,Medium,Tier 3,Grocery Store,-3.535518661564538
4160,FDR26,20.7,Low Fat,0.042903378,Dairy,176.2028,OUT049,1999,Medium,Tier 1,Supermarket Type1,2830.1409249065805
4161,FDY31,12.695633368756642,Low Fat,0.076272929,Fruits and Vegetables,145.7418,OUT019,1985,Small,Tier 1,Grocery Store,426.1811461497193
4162,FDC11,20.5,Low Fat,0.1420804,Starchy Foods,89.5172,OUT045,2002,Medium,Tier 2,Supermarket Type1,1430.5443608020264
4163,DRP47,15.75,Low Fat,0.0,Hard Drinks,250.4382,OUT035,2004,Small,Tier 2,Supermarket Type1,4040.1266742703315
4164,NCY54,8.43,Low Fat,0.1784187,Household,171.1422,OUT018,2009,Medium,Tier 3,Supermarket Type2,2420.901959188968
4165,FDR27,15.1,Regular,0.096100432,Meat,132.4942,OUT046,1997,Small,Tier 1,Supermarket Type1,2175.865298905632
4166,FDQ21,12.695633368756642,Low Fat,0.034007573,Snack Foods,122.8756,OUT019,1985,Small,Tier 1,Grocery Store,84.85439548502632
4167,NCQ29,12.0,Low Fat,0.104210426,Health and Hygiene,262.0278,OUT035,2004,Small,Tier 2,Supermarket Type1,4208.632010468136
4168,FDJ02,17.2,Regular,0.0,Canned,147.0418,OUT046,1997,Small,Tier 1,Supermarket Type1,2454.35024314337
4169,FDE21,12.8,Low Fat,0.023038155,Fruits and Vegetables,114.1492,OUT018,2009,Medium,Tier 3,Supermarket Type2,1590.8962077071951
4170,FDM39,6.42,Low Fat,0.053470662,Dairy,178.2002,OUT046,1997,Small,Tier 1,Supermarket Type1,2873.516870001436
4171,FDZ01,8.975,Regular,0.009110086,Canned,101.799,OUT017,2007,Medium,Tier 2,Supermarket Type1,1703.175471969861
4172,NCB19,6.525,Low Fat,0.090663534,Household,86.1882,OUT018,2009,Medium,Tier 3,Supermarket Type2,1118.9765788729792
4173,FDU03,18.7,Regular,0.091577922,Meat,181.7292,OUT046,1997,Small,Tier 1,Supermarket Type1,2958.041888727925
4174,FDP27,8.155,Low Fat,0.119636353,Meat,187.853,OUT049,1999,Medium,Tier 1,Supermarket Type1,2951.9022635712868
4175,DRF01,5.655,Low Fat,0.175435278,Soft Drinks,145.4102,OUT045,2002,Medium,Tier 2,Supermarket Type1,2262.1801532517725
4176,FDM03,12.65,Low Fat,0.123222078,Meat,107.6938,OUT049,1999,Medium,Tier 1,Supermarket Type1,1698.5818020128295
4177,FDV01,19.2,Regular,0.084950573,Canned,155.7314,OUT046,1997,Small,Tier 1,Supermarket Type1,2558.960674583909
4178,FDS16,15.15,Regular,0.066176944,Frozen Foods,146.076,OUT046,1997,Small,Tier 1,Supermarket Type1,2414.1855482876276
4179,FDO45,13.15,Regular,0.0379456,Snack Foods,89.1856,OUT035,2004,Small,Tier 2,Supermarket Type1,1559.0654382434732
4180,NCX06,17.6,Low Fat,0.015684078,Household,180.8976,OUT035,2004,Small,Tier 2,Supermarket Type1,2994.755194052165
4181,FDP13,8.1,Regular,0.134323555,Canned,38.948,OUT046,1997,Small,Tier 1,Supermarket Type1,682.9093937117955
4182,NCR38,17.25,Low Fat,0.113980892,Household,252.4724,OUT018,2009,Medium,Tier 3,Supermarket Type2,3741.9489618726025
4183,FDA01,15.0,Regular,0.054333001,Canned,57.5904,OUT013,1987,High,Tier 3,Supermarket Type1,978.6760433384202
4184,FDT26,18.85,Regular,0.068337879,Dairy,118.044,OUT017,2007,Medium,Tier 2,Supermarket Type1,1952.3074707043315
4185,FDD44,12.695633368756642,Regular,0.078020807,Fruits and Vegetables,258.3646,OUT027,1985,Medium,Tier 3,Supermarket Type3,5587.142573990746
4186,FDB26,14.0,Regular,0.031241476,Canned,53.864,OUT013,1987,High,Tier 3,Supermarket Type1,927.9788918556956
4187,FDP45,12.695633368756642,Regular,0.053620148,Snack Foods,250.4724,OUT019,1985,Small,Tier 1,Grocery Store,2111.866673078097
4188,NCP55,14.65,Low Fat,0.011190025,Others,56.5614,OUT046,1997,Small,Tier 1,Supermarket Type1,991.7778148018338
4189,FDT23,7.72,Regular,0.075154189,Breads,77.7986,OUT017,2007,Medium,Tier 2,Supermarket Type1,1283.310366191768
4190,FDO51,6.785,Regular,0.042067625,Meat,41.4112,OUT045,2002,Medium,Tier 2,Supermarket Type1,730.4751753086193
4191,FDA44,19.7,Low Fat,0.053222716,Fruits and Vegetables,57.293,OUT046,1997,Small,Tier 1,Supermarket Type1,1012.5545870748201
4192,NCJ31,19.2,Low Fat,0.183397827,Others,239.9196,OUT018,2009,Medium,Tier 3,Supermarket Type2,3494.191594605562
4193,FDX37,16.2,LF,0.063157164,Canned,99.47,OUT045,2002,Medium,Tier 2,Supermarket Type1,1597.3753680919049
4194,NCD18,16.0,Low Fat,0.0,Household,229.3668,OUT049,1999,Medium,Tier 1,Supermarket Type1,3697.8048557183706
4195,FDN40,12.695633368756642,Low Fat,0.086038118,Frozen Foods,154.0998,OUT027,1985,Medium,Tier 3,Supermarket Type3,3905.3077610796604
4196,FDL33,7.235,Low Fat,0.100527952,Snack Foods,194.9452,OUT017,2007,Medium,Tier 2,Supermarket Type1,3112.765150891108
4197,DRF48,5.73,Low Fat,0.051791671,Soft Drinks,188.4898,OUT035,2004,Small,Tier 2,Supermarket Type1,3033.1343414373046
4198,FDW08,12.1,Low Fat,0.148353512,Fruits and Vegetables,105.128,OUT035,2004,Small,Tier 2,Supermarket Type1,1731.4114241997781
4199,FDX39,14.3,Regular,0.049878516,Meat,212.9586,OUT018,2009,Medium,Tier 3,Supermarket Type2,3142.901286945476
4200,FDB38,19.5,Regular,0.0,Canned,161.392,OUT049,1999,Medium,Tier 1,Supermarket Type1,2642.0245840262846
4201,FDY46,18.6,LF,0.048085022,Snack Foods,186.0898,OUT018,2009,Medium,Tier 3,Supermarket Type2,2692.1245285076343
4202,NCB06,17.6,Low Fat,0.082460079,Health and Hygiene,158.492,OUT049,1999,Medium,Tier 1,Supermarket Type1,2538.0359426320183
4203,FDA34,11.5,Low Fat,0.014857747,Starchy Foods,172.808,OUT035,2004,Small,Tier 2,Supermarket Type1,2818.741354100514
4204,FDA35,14.85,Regular,0.053946745,Baking Goods,120.5072,OUT045,2002,Medium,Tier 2,Supermarket Type1,1989.1208422000163
4205,FDQ07,15.1,Regular,0.087390335,Fruits and Vegetables,219.1456,OUT035,2004,Small,Tier 2,Supermarket Type1,3584.0908114502595
4206,FDU32,8.785,Low Fat,0.026020287,Fruits and Vegetables,122.1414,OUT045,2002,Medium,Tier 2,Supermarket Type1,2002.0750594407205
4207,FDU26,16.7,Regular,0.04258349,Dairy,121.1782,OUT013,1987,High,Tier 3,Supermarket Type1,1986.9556293980067
4208,FDU13,8.355,Low Fat,0.313934693,Canned,146.5418,OUT010,1998,Medium,Tier 3,Grocery Store,314.08663884634643
4209,FDO09,13.5,Regular,0.125250986,Snack Foods,263.691,OUT035,2004,Small,Tier 2,Supermarket Type1,4265.88536750152
4210,FDW03,12.695633368756642,Regular,0.042968607,Meat,102.8306,OUT019,1985,Small,Tier 1,Grocery Store,-226.77650272682854
4211,FDB38,19.5,Regular,0.027323943,Canned,160.592,OUT013,1987,High,Tier 3,Supermarket Type1,2616.9326037738924
4212,FDL26,18.0,Low Fat,0.122509775,Canned,154.8972,OUT010,1998,Medium,Tier 3,Grocery Store,542.7958029264173
4213,NCN43,12.15,Low Fat,0.006773451,Others,123.673,OUT045,2002,Medium,Tier 2,Supermarket Type1,2022.4119384413289
4214,FDH08,7.51,Low Fat,0.017464427,Fruits and Vegetables,231.201,OUT045,2002,Medium,Tier 2,Supermarket Type1,3717.4766580283754
4215,NCC31,12.695633368756642,Low Fat,0.034790615,Household,157.5972,OUT019,1985,Small,Tier 1,Grocery Store,636.9627548593548
4216,FDH14,17.1,Regular,0.046799702,Canned,139.5838,OUT035,2004,Small,Tier 2,Supermarket Type1,2337.821941187676
4217,FDL40,17.7,low fat,0.0,Frozen Foods,98.441,OUT017,2007,Medium,Tier 2,Supermarket Type1,1705.9851980264202
4218,FDD20,14.15,Low Fat,0.020710606,Fruits and Vegetables,122.9046,OUT035,2004,Small,Tier 2,Supermarket Type1,2067.8960205350536
4219,NCV53,8.27,Low Fat,0.018810044,Health and Hygiene,240.488,OUT035,2004,Small,Tier 2,Supermarket Type1,3899.14157646542
4220,FDD16,20.5,Low Fat,0.036426823,Frozen Foods,73.4696,OUT045,2002,Medium,Tier 2,Supermarket Type1,1243.7560700695572
4221,FDP24,20.6,Low Fat,0.082988383,Baking Goods,120.0756,OUT035,2004,Small,Tier 2,Supermarket Type1,1992.716191971681
4222,FDQ25,8.63,Regular,0.028334038,Canned,172.9422,OUT045,2002,Medium,Tier 2,Supermarket Type1,2812.680905047778
4223,FDM38,5.885,Regular,0.092753767,Canned,52.9982,OUT035,2004,Small,Tier 2,Supermarket Type1,937.6185668057269
4224,NCT18,14.6,Low Fat,0.099432046,Household,179.5976,OUT010,1998,Medium,Tier 3,Grocery Store,958.0241358976423
4225,FDM34,19.0,Low Fat,0.067552435,Snack Foods,132.5626,OUT049,1999,Medium,Tier 1,Supermarket Type1,2146.714446466982
4226,DRH37,17.6,Low Fat,0.06965725,Soft Drinks,166.4526,OUT010,1998,Medium,Tier 3,Grocery Store,724.686619142165
4227,NCE07,8.18,Low Fat,0.013119104,Household,143.4154,OUT013,1987,High,Tier 3,Supermarket Type1,2326.3084426370087
4228,FDG12,6.635,Regular,0.006320842,Baking Goods,118.9098,OUT013,1987,High,Tier 3,Supermarket Type1,1947.6871657750253
4229,FDB59,18.25,Low Fat,0.025573744,Snack Foods,198.4084,OUT010,1998,Medium,Tier 3,Grocery Store,1284.41172658169
4230,FDS10,19.2,Low Fat,0.0,Snack Foods,179.1318,OUT018,2009,Medium,Tier 3,Supermarket Type2,2633.723338800653
4231,FDN21,18.6,Low Fat,0.0,Snack Foods,161.5236,OUT010,1998,Medium,Tier 3,Grocery Store,716.0167264340007
4232,FDM02,12.5,reg,0.073884594,Canned,88.4198,OUT045,2002,Medium,Tier 2,Supermarket Type1,1531.6262943895936
4233,FDO44,12.6,Low Fat,0.087589175,Fruits and Vegetables,112.3228,OUT049,1999,Medium,Tier 1,Supermarket Type1,1808.3724685116144
4234,NCN17,11.0,Low Fat,0.055249787,Health and Hygiene,102.3358,OUT017,2007,Medium,Tier 2,Supermarket Type1,1675.4349837277923
4235,FDH16,10.5,Low Fat,0.052769434,Frozen Foods,91.883,OUT018,2009,Medium,Tier 3,Supermarket Type2,1214.3996458529946
4236,FDL44,18.25,Low Fat,0.012275118,Fruits and Vegetables,160.3894,OUT046,1997,Small,Tier 1,Supermarket Type1,2647.4729341662874
4237,FDY47,8.6,Regular,0.054792647,Breads,128.231,OUT017,2007,Medium,Tier 2,Supermarket Type1,2086.061149919395
4238,DRI39,13.8,Low Fat,0.097062093,Dairy,54.993,OUT046,1997,Small,Tier 1,Supermarket Type1,918.1843905833721
4239,NCX54,9.195,Low Fat,0.048255647,Household,104.3622,OUT018,2009,Medium,Tier 3,Supermarket Type2,1427.150217349552
4240,FDE59,12.15,Low Fat,0.062287818,Starchy Foods,36.2532,OUT046,1997,Small,Tier 1,Supermarket Type1,633.3529392499486
4241,FDO46,9.6,Regular,0.014241321,Snack Foods,188.6872,OUT045,2002,Medium,Tier 2,Supermarket Type1,3084.514448506047
4242,DRE13,6.28,Low Fat,0.027705102,Soft Drinks,88.0198,OUT046,1997,Small,Tier 1,Supermarket Type1,1444.6440458557122
4243,FDW14,8.3,Regular,0.038179738,Dairy,88.7198,OUT013,1987,High,Tier 3,Supermarket Type1,1463.5941951910731
4244,FDF35,15.0,Low Fat,0.153989327,Starchy Foods,107.7938,OUT046,1997,Small,Tier 1,Supermarket Type1,1724.4997495390812
4245,FDO50,12.695633368756642,Low Fat,0.136863372,Canned,90.3804,OUT019,1985,Small,Tier 1,Grocery Store,-485.6507095161204
4246,DRF49,7.27,Low Fat,0.071479984,Soft Drinks,114.9518,OUT017,2007,Medium,Tier 2,Supermarket Type1,1829.8563161875504
4247,FDT60,12.0,low fat,0.075665767,Baking Goods,125.8388,OUT049,1999,Medium,Tier 1,Supermarket Type1,2068.031617139692
4248,FDP38,10.1,Low Fat,0.032167198,Canned,48.7008,OUT045,2002,Medium,Tier 2,Supermarket Type1,831.2286212773602
4249,FDA31,12.695633368756642,Low Fat,0.10947895,Fruits and Vegetables,172.608,OUT027,1985,Medium,Tier 3,Supermarket Type3,4196.367580834552
4250,FDY52,6.365,Low Fat,0.012299525,Frozen Foods,62.5536,OUT010,1998,Medium,Tier 3,Grocery Store,-876.929442735706
4251,FDD03,12.695633368756642,Low Fat,0.079419801,Dairy,231.93,OUT027,1985,Medium,Tier 3,Supermarket Type3,5125.86327103596
4252,FDN52,9.395,Regular,0.132105843,Frozen Foods,85.3198,OUT018,2009,Medium,Tier 3,Supermarket Type2,1105.8272631435743
4253,FDU20,19.35,Regular,0.035915541,Fruits and Vegetables,119.6098,OUT010,1998,Medium,Tier 3,Grocery Store,72.94946514974754
4254,FDD22,10.0,Low Fat,0.099630851,Snack Foods,110.0544,OUT035,2004,Small,Tier 2,Supermarket Type1,1825.8445078845598
4255,NCB55,12.695633368756642,Low Fat,0.281300211,Household,58.4562,OUT019,1985,Small,Tier 1,Grocery Store,-1024.4064792123427
4256,FDN27,20.85,Low Fat,0.03964273,Meat,118.9808,OUT045,2002,Medium,Tier 2,Supermarket Type1,1946.1020754168817
4257,FDD16,20.5,Low Fat,0.036322846,Frozen Foods,76.5696,OUT013,1987,High,Tier 3,Supermarket Type1,1270.985199845698
4258,FDW48,18.0,Low Fat,0.008540823,Baking Goods,78.9618,OUT046,1997,Small,Tier 1,Supermarket Type1,1352.566264731675
4259,DRN35,8.01,Low Fat,0.070390053,Hard Drinks,35.0532,OUT045,2002,Medium,Tier 2,Supermarket Type1,569.5740504234095
4260,FDX25,16.7,Low Fat,0.102214447,Canned,180.7292,OUT049,1999,Medium,Tier 1,Supermarket Type1,2868.3983511247484
4261,DRD49,9.895,Low Fat,0.168091997,Soft Drinks,236.4564,OUT049,1999,Medium,Tier 1,Supermarket Type1,3683.3832634962114
4262,FDE21,12.695633368756642,Low Fat,0.040173186,Fruits and Vegetables,114.2492,OUT019,1985,Small,Tier 1,Grocery Store,-53.686211703597564
4263,FDN44,13.15,Low Fat,0.022791301,Fruits and Vegetables,158.692,OUT035,2004,Small,Tier 2,Supermarket Type1,2627.7093891981553
4264,DRC01,5.92,Regular,0.019229854,Soft Drinks,47.5692,OUT049,1999,Medium,Tier 1,Supermarket Type1,799.5484379028476
4265,NCK30,14.85,Low Fat,0.060978568,Household,252.3698,OUT046,1997,Small,Tier 1,Supermarket Type1,4073.7594018267896
4266,FDU39,18.85,Low Fat,0.036007962,Meat,58.7562,OUT013,1987,High,Tier 3,Supermarket Type1,975.9431419503126
4267,FDB49,8.3,Regular,0.03012626,Baking Goods,98.7384,OUT013,1987,High,Tier 3,Supermarket Type1,1623.6718634205754
4268,FDS12,9.1,Low Fat,0.174471667,Baking Goods,125.8362,OUT045,2002,Medium,Tier 2,Supermarket Type1,1982.3776842937568
4269,FDR57,5.675,Regular,0.023592684,Snack Foods,156.8288,OUT018,2009,Medium,Tier 3,Supermarket Type2,2278.8392974229555
4270,FDX22,12.695633368756642,Regular,0.022863556,Snack Foods,208.9928,OUT027,1985,Medium,Tier 3,Supermarket Type3,4834.618213185569
4271,FDC60,5.425,Regular,0.114377142,Baking Goods,90.3514,OUT013,1987,High,Tier 3,Supermarket Type1,1451.444816453079
4272,NCE42,21.1,Low Fat,0.010618776,Household,232.5958,OUT049,1999,Medium,Tier 1,Supermarket Type1,3753.2499284617384
4273,NCK42,7.475,Low Fat,0.013140426,Household,216.2192,OUT049,1999,Medium,Tier 1,Supermarket Type1,3470.388515676938
4274,DRE01,10.1,Low Fat,0.168100696,Soft Drinks,242.8512,OUT017,2007,Medium,Tier 2,Supermarket Type1,3804.708325635283
4275,FDE57,9.6,Low Fat,0.036432936,Fruits and Vegetables,141.2154,OUT018,2009,Medium,Tier 3,Supermarket Type2,2004.9607711817844
4276,DRK59,12.695633368756642,Low Fat,0.0,Hard Drinks,234.1616,OUT019,1985,Small,Tier 1,Grocery Store,1804.038503561359
4277,FDB10,12.695633368756642,Low Fat,0.066882664,Snack Foods,235.559,OUT027,1985,Medium,Tier 3,Supermarket Type3,5203.980864409719
4278,FDQ25,8.63,Regular,0.028276692,Canned,173.6422,OUT046,1997,Small,Tier 1,Supermarket Type1,2845.244442034537
4279,FDY26,20.6,Regular,0.030683106,Dairy,210.3244,OUT017,2007,Medium,Tier 2,Supermarket Type1,3421.5848636384158
4280,FDG28,9.285,Regular,0.04935691,Frozen Foods,243.6144,OUT049,1999,Medium,Tier 1,Supermarket Type1,3901.7499124404662
4281,FDM14,13.8,Low Fat,0.01328459,Canned,108.4254,OUT049,1999,Medium,Tier 1,Supermarket Type1,1764.006787634974
4282,NCH29,5.51,LF,0.034527402,Health and Hygiene,98.7726,OUT049,1999,Medium,Tier 1,Supermarket Type1,1568.0512985932983
4283,FDD48,10.395,Low Fat,0.030205578,Baking Goods,114.9176,OUT049,1999,Medium,Tier 1,Supermarket Type1,1853.005657873222
4284,FDC17,12.15,Low Fat,0.015492081,Frozen Foods,210.3928,OUT045,2002,Medium,Tier 2,Supermarket Type1,3389.597373945892
4285,DRH49,12.695633368756642,Low Fat,0.0,Soft Drinks,82.3592,OUT027,1985,Medium,Tier 3,Supermarket Type3,2786.246048152138
4286,FDN44,13.15,Low Fat,0.022888471,Fruits and Vegetables,160.292,OUT018,2009,Medium,Tier 3,Supermarket Type2,2316.819134817166
4287,FDC29,8.39,Regular,0.02425475,Frozen Foods,114.0176,OUT045,2002,Medium,Tier 2,Supermarket Type1,1894.2120689685735
4288,DRK01,12.695633368756642,Low Fat,0.106915719,Soft Drinks,93.4436,OUT019,1985,Small,Tier 1,Grocery Store,-446.10122442572674
4289,FDD48,10.395,LF,0.030329279,Baking Goods,114.2176,OUT017,2007,Medium,Tier 2,Supermarket Type1,1832.6434906992554
4290,FDB59,18.25,LF,0.0,Snack Foods,198.9084,OUT013,1987,High,Tier 3,Supermarket Type1,3185.5596908217517
4291,FDY45,17.5,Low Fat,0.043756539,Snack Foods,252.9356,OUT010,1998,Medium,Tier 3,Grocery Store,2132.471068002436
4292,FDX60,14.35,Low Fat,0.080578893,Baking Goods,77.996,OUT035,2004,Small,Tier 2,Supermarket Type1,1321.1547032611543
4293,FDT09,15.15,Regular,0.020526251,Snack Foods,131.5284,OUT010,1998,Medium,Tier 3,Grocery Store,259.5684453234376
4294,DRB24,8.785,Low Fat,0.020661048,Soft Drinks,153.5656,OUT018,2009,Medium,Tier 3,Supermarket Type2,2166.729426872375
4295,FDL13,13.85,Regular,0.056307919,Breakfast,231.83,OUT035,2004,Small,Tier 2,Supermarket Type1,3760.898877299966
4296,FDN16,12.6,Regular,0.062688433,Frozen Foods,102.599,OUT035,2004,Small,Tier 2,Supermarket Type1,1748.1953500248328
4297,FDK57,10.195,Low Fat,0.080226072,Snack Foods,121.244,OUT013,1987,High,Tier 3,Supermarket Type1,1946.6542520215708
